------------------------------------------------------------------------------------
Process Automation : Mon_Nov_20_15.57.29_2023
------------------------------------------------------------------------------------
{'name': 'System Idle Process', 'pid': 0, 'username': 'NT AUTHORITY\\SYSTEM', 'vms': '0.05859375 MB'}
{'name': 'ctfmon.exe', 'pid': 14364, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '38.3046875 MB'}
{'name': 'WidgetService.exe', 'pid': 14720, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '4.70703125 MB'}
{'name': 'svchost.exe', 'pid': 14760, 'username': None, 'vms': '1.5546875 MB'}
{'name': 'NisSrv.exe', 'pid': 15012, 'username': None, 'vms': '3.515625 MB'}
{'name': 'SecurityHealthService.exe', 'pid': 15232, 'username': None, 'vms': '6.76953125 MB'}
{'name': 'IGCCTray.exe', 'pid': 15256, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '48.38671875 MB'}
{'name': 'msedge.exe', 'pid': 15320, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '40.16796875 MB'}
{'name': 'Notepad.exe', 'pid': 15340, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '52.27734375 MB'}
{'name': 'svchost.exe', 'pid': 15612, 'username': None, 'vms': '4.41796875 MB'}
{'name': 'chrome.exe', 'pid': 15800, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '110.71875 MB'}
{'name': 'chrome.exe', 'pid': 15936, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '457.02734375 MB'}
{'name': 'RtkAudUService64.exe', 'pid': 16060, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '4.01953125 MB'}
{'name': 'svchost.exe', 'pid': 16244, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '5.30859375 MB'}
{'name': 'Code.exe', 'pid': 16756, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '13.2734375 MB'}
{'name': 'msedge.exe', 'pid': 16900, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '14.3046875 MB'}
{'name': 'python.exe', 'pid': 17032, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '42.1484375 MB'}
{'name': 'backgroundTaskHost.exe', 'pid': 17052, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '17.60546875 MB'}
{'name': 'audiodg.exe', 'pid': 17104, 'username': None, 'vms': '9.41015625 MB'}
{'name': 'conhost.exe', 'pid': 17212, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '13.6171875 MB'}
{'name': 'dllhost.exe', 'pid': 17356, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '1.4453125 MB'}
{'name': 'chrome.exe', 'pid': 17448, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '32.640625 MB'}
{'name': 'msedge.exe', 'pid': 17740, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '13.609375 MB'}
{'name': 'SearchFilterHost.exe', 'pid': 17916, 'username': None, 'vms': '2.0 MB'}
{'name': 'conhost.exe', 'pid': 17940, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '5.1953125 MB'}
{'name': 'backgroundTaskHost.exe', 'pid': 18088, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '17.6484375 MB'}
{'name': 'chrome.exe', 'pid': 18128, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '312.8984375 MB'}
{'name': 'chrome.exe', 'pid': 18348, 'username': 'LAPTOP-JMO86757\\NARENDRA', 'vms': '32.5859375 MB'}
